ID,Cluster
17,1
53,1
57,1
63,1
66,1
67,1
72,0
74,1
75,1
76,1
77,4
78,0
79,1
80,1
81,1
82,1
83,0
84,0
85,1
86,4
87,1
88,0
89,4
90,1
91,1
92,1
93,1
94,1
95,1
96,1
97,1
98,4
99,4
100,1
101,0
102,1
103,0
104,4
105,1
106,0
107,1
108,1
109,1
110,4
111,4
112,1
113,1
114,1
115,1
116,4
117,1
118,1
119,1
120,1
121,1
122,0
123,1
124,4
125,0
126,1
127,1
128,1
129,4
130,1
131,1
132,1
133,1
134,1
135,1
136,1
137,1
138,1
139,1
140,1
141,0
142,0
143,0
144,1
145,1
146,1
147,4
148,1
149,0
150,1
151,1
152,1
153,1
154,1
155,4
156,0
157,4
158,1
159,1
160,1
161,0
162,0
163,1
164,1
165,0
166,1
167,1
168,1
169,1
170,1
171,4
172,1
173,0
174,0
175,1
176,4
177,1
178,1
179,1
180,1
181,1
182,0
183,1
184,4
185,1
186,1
187,1
188,0
189,1
190,1
191,4
192,1
193,1
194,0
195,1
196,1
197,1
198,1
199,1
200,0
201,1
202,1
203,4
204,1
205,1
206,0
207,1
208,0
209,1
210,1
211,1
212,1
213,0
214,1
215,1
216,1
217,4
218,0
219,1
220,1
221,1
222,1
223,4
224,1
225,1
226,0
227,1
228,1
229,1
230,1
231,1
232,1
233,1
234,1
235,0
236,1
237,1
238,0
239,4
240,0
241,1
242,4
243,1
244,1
245,4
246,1
247,1
248,1
249,1
250,1
251,1
252,1
253,0
254,1
255,1
256,1
257,1
258,1
259,1
260,1
261,1
262,1
263,4
264,4
265,1
266,1
267,4
268,1
269,1
270,1
271,1
272,1
273,1
274,4
275,1
276,1
277,1
278,1
279,1
280,1
281,0
282,4
283,1
284,1
285,1
286,4
287,1
288,0
289,1
290,0
291,4
292,1
293,1
294,1
295,1
296,1
297,1
298,1
299,1
300,1
301,0
302,1
303,1
304,1
305,1
306,1
307,1
308,1
309,1
310,1
311,1
312,1
313,1
314,1
315,1
316,1
317,4
318,1
319,1
320,1
321,0
322,0
323,1
