ID,Cluster
17,0
21,1
23,1
25,1
26,1
28,0
29,4
30,1
31,1
32,0
33,4
34,1
35,1
36,4
37,1
38,3
39,4
40,0
41,4
42,0
43,0
44,0
45,0
46,4
47,0
48,1
49,4
50,1
51,4
52,1
53,0
54,0
55,1
56,1
57,1
58,4
59,1
60,0
61,2
62,4
63,1
64,4
65,4
66,1
67,1
68,1
69,1
70,1
71,1
72,4
73,1
74,0
75,4
76,0
77,4
78,4
79,4
80,1
81,1
82,1
83,1
84,1
85,1
86,0
87,0
88,4
89,1
90,1
91,4
92,1
93,1
94,1
95,0
96,1
97,4
98,1
99,1
100,0
101,1
102,1
103,1
104,1
105,1
106,1
107,1
108,0
109,0
110,4
111,1
112,1
113,1
114,1
115,0
116,0
117,0
118,1
119,1
120,1
121,1
122,1
123,4
124,1
125,1
126,1
127,1
128,1
129,1
130,1
131,1
132,1
133,4
134,0
135,1
136,1
137,0
138,1
139,4
140,1
141,1
142,1
143,1
144,1
145,1
146,1
147,1
148,1
149,1
150,1
151,1
152,1
153,1
154,4
155,1
156,1
157,1
158,1
159,1
160,4
161,1
162,0
163,1
164,1
165,1
166,4
167,1
168,4
169,1
170,1
171,1
172,1
173,4
174,1
175,1
176,0
177,1
178,1
179,4
180,1
181,1
182,1
183,1
184,1
185,4
186,0
187,1
188,1
189,1
190,4
191,1
192,1
193,0
194,4
195,4
196,1
197,1
198,3
199,4
200,1
201,1
202,1
203,1
204,1
205,1
206,1
207,1
208,1
209,1
210,1
211,1
212,0
213,1
214,1
215,1
216,0
217,1
218,4
219,1
220,1
221,1
222,1
223,1
224,1
225,1
226,0
227,4
228,1
229,1
230,1
231,4
232,1
233,1
234,0
235,1
236,4
237,0
238,1
239,1
240,1
241,1
242,1
243,1
244,1
245,1
246,0
247,1
248,1
249,1
250,1
251,1
252,1
253,1
254,4
255,1
256,4
257,1
258,1
259,1
260,1
261,1
262,4
263,4
264,0
265,1
266,1
267,1
268,0
269,1
270,3
271,4
272,0
273,1
274,1
275,0
276,4
277,1
278,1
279,1
280,0
281,1
282,1
283,0
284,1
285,1
286,1
287,1
288,1
289,1
290,1
291,1
292,1
293,0
294,0
295,4
296,0
297,0
298,1
299,1
300,1
301,1
302,1
303,1
304,1
305,1
306,1
307,1
308,4
309,4
310,0
311,1
312,1
313,1
314,1
315,1
316,1
317,1
318,1
319,1
320,1
321,1
322,4
323,0
324,4
325,0
326,1
327,1
328,1
329,1
330,0
331,4
332,1
333,0
334,4
335,1
336,1
337,1
